timestamp,dpid,table_id,in_port,eth_src,eth_dst,ip_src,ip_dst,eth_type,ip_proto,src_port,dst_port,n_packets,n_bytes,duration_sec,entry_type,throughput_bps,priority_label
2025-11-24 15:24:58,1,0,3,24:2d:6c:1b:c8:55,18:3a:6a:06:ff:27,10.0.0.110,10.0.0.254,2048,6,36063,443,151,78383,1.674,flow_stats,374642.506,0
2025-11-24 15:24:58,1,0,1,fb:36:d8:54:1d:96,50:be:3a:93:89:ce,10.0.0.148,10.0.0.142,2048,6,35029,80,2388,1430340,1.882,flow_stats,6078709.038,0
2025-11-24 15:24:58,1,0,1,61:1a:89:c1:14:25,60:6f:f5:6a:aa:9b,10.0.0.245,10.0.0.233,2048,17,38001,53,5,1997,0.385,flow_stats,41536.926,0
2025-11-24 15:24:58,1,0,1,a2:4a:e1:37:31:3b,2e:1d:be:24:80:d2,10.0.0.174,10.0.0.109,2048,6,35065,80,1828,1094836,7.058,flow_stats,1240895.465,0
2025-11-24 15:24:58,1,0,3,9e:ff:88:d3:8d:b8,a4:11:e8:4d:7d:34,10.0.0.195,10.0.0.3,2048,6,35015,80,1610,961238,4.352,flow_stats,1767125.246,0
2025-11-24 15:24:58,1,0,2,0a:11:1b:7a:81:c4,9e:b9:3e:79:e2:c6,10.0.0.3,10.0.0.233,2048,6,35050,80,2161,1292169,5.649,flow_stats,1830034.88,0
2025-11-24 15:24:58,1,0,1,28:91:d5:31:19:6e,4c:f8:32:6a:13:8f,10.0.0.205,10.0.0.250,2048,17,40050,5004,1609,1076346,1.21,flow_stats,7117562.758,1
2025-11-24 15:24:58,1,0,1,5a:43:2a:d6:3d:1c,e3:1f:a0:31:8e:63,10.0.0.168,10.0.0.158,2048,17,38094,53,14,5258,0.315,flow_stats,133491.247,0
2025-11-24 15:24:58,1,0,1,7b:49:95:db:00:b4,7b:d5:5f:2b:b8:22,10.0.0.245,10.0.0.135,2048,6,36069,443,445,292647,1.233,flow_stats,1899299.372,0
2025-11-24 15:24:58,1,0,2,12:23:78:93:74:2e,de:32:33:e3:55:99,10.0.0.232,10.0.0.8,2048,6,37005,5222,121,80473,1.922,flow_stats,334910.782,0
2025-11-24 15:24:58,1,0,1,fa:2d:42:de:db:ce,db:f4:c4:02:13:66,10.0.0.188,10.0.0.96,2048,17,41001,8000,1086,905718,2.397,flow_stats,3022486.83,1
2025-11-24 15:24:58,1,0,2,c6:9d:42:6c:0d:84,26:4f:0d:48:f6:1b,10.0.0.109,10.0.0.32,2048,6,35046,80,1392,615298,4.81,flow_stats,1023289.87,0
2025-11-24 15:24:58,1,0,2,36:03:5d:92:07:bb,b4:ee:10:07:56:83,10.0.0.172,10.0.0.223,2048,6,35037,80,1834,990419,8.603,flow_stats,921013.688,0
2025-11-24 15:24:58,1,0,3,bb:08:fb:33:d8:2a,4e:70:6a:47:26:63,10.0.0.72,10.0.0.148,2048,6,37045,5222,248,120087,2.822,flow_stats,340433.71,0
2025-11-24 15:24:58,1,0,1,30:cf:24:92:32:74,99:8c:f5:c5:1d:82,10.0.0.210,10.0.0.144,2048,17,38026,53,25,9764,0.37,flow_stats,211041.055,0
2025-11-24 15:24:58,1,0,2,3d:45:cd:38:f9:7f,04:07:09:a5:06:a8,10.0.0.219,10.0.0.168,2048,6,37065,5222,156,92606,2.896,flow_stats,255818.495,0
2025-11-24 15:24:58,1,0,1,45:45:8e:13:10:a3,76:42:5e:5a:18:be,10.0.0.97,10.0.0.36,2048,6,36083,443,424,285306,0.206,flow_stats,11075603.306,0
2025-11-24 15:24:58,1,0,3,31:33:76:c5:61:62,7f:5b:d4:36:b7:ea,10.0.0.180,10.0.0.171,2048,6,39054,8080,3,1104,12.202,flow_stats,723.794,0
2025-11-24 15:24:58,1,0,2,bc:07:6c:7e:5e:1b,ee:0c:47:87:8a:02,10.0.0.78,10.0.0.238,2048,17,40100,5004,1482,1081843,1.064,flow_stats,8132683.04,1
2025-11-24 15:24:58,1,0,3,d6:72:a4:7f:d5:a3,8a:27:be:3d:1a:5b,10.0.0.58,10.0.0.206,2048,6,36066,443,245,152630,3.103,flow_stats,393464.782,0
2025-11-24 15:24:58,1,0,3,80:b5:5b:a2:38:fc,34:58:59:48:fc:c6,10.0.0.192,10.0.0.66,2048,17,41031,8000,1239,1125212,1.372,flow_stats,6561674.445,1
2025-11-24 15:24:58,1,0,3,d0:41:ad:7f:4e:94,67:c6:fc:4d:98:34,10.0.0.87,10.0.0.122,2048,6,36010,443,73,42167,2.715,flow_stats,124226.425,0
2025-11-24 15:24:58,1,0,2,4c:11:7d:97:ff:d2,f5:1f:2c:8f:c4:46,10.0.0.108,10.0.0.52,2048,6,35082,80,1609,1066641,10.265,flow_stats,831302.882,0
2025-11-24 15:24:58,1,0,2,5e:5a:60:fb:5c:90,0a:9e:53:5a:c9:60,10.0.0.18,10.0.0.37,2048,6,36009,443,240,164638,2.979,flow_stats,442150.642,0
2025-11-24 15:24:58,1,0,2,5c:56:8b:6c:02:5c,d5:27:7e:ff:30:a8,10.0.0.7,10.0.0.73,2048,17,42087,27015,597,462798,0.353,flow_stats,10474223.283,1
2025-11-24 15:24:58,1,0,1,f6:0a:c3:da:2a:99,4e:59:83:c2:ed:9c,10.0.0.117,10.0.0.73,2048,6,35048,80,2035,1243309,4.368,flow_stats,2277198.676,0
2025-11-24 15:24:58,1,0,1,e0:dc:6d:a6:04:d2,97:5b:ea:50:0c:96,10.0.0.54,10.0.0.132,2048,6,36070,443,227,140868,3.746,flow_stats,300799.898,0
2025-11-24 15:24:58,1,0,2,d5:f0:69:b4:fb:e8,bf:c8:94:55:9e:21,10.0.0.1,10.0.0.205,2048,6,35038,80,2550,1466484,8.984,flow_stats,1305835.423,0
2025-11-24 15:24:58,1,0,1,ff:0f:c8:50:6b:58,19:6c:55:4a:3e:16,10.0.0.209,10.0.0.30,2048,17,41001,8000,1001,945555,1.341,flow_stats,5639529.113,1
2025-11-24 15:24:58,1,0,3,19:29:2d:8d:10:06,6b:98:f3:3b:7b:36,10.0.0.193,10.0.0.177,2048,6,36063,443,351,199269,1.989,flow_stats,801430.628,0
2025-11-24 15:24:58,1,0,1,a0:ed:f0:55:30:c3,16:19:ad:79:f5:6e,10.0.0.18,10.0.0.141,2048,6,36048,443,241,137950,3.677,flow_stats,300105.204,0
2025-11-24 15:24:58,1,0,3,6a:80:95:5c:17:8e,db:23:f2:a7:ae:33,10.0.0.131,10.0.0.141,2048,17,40056,5004,1161,789665,1.109,flow_stats,5696862.317,1
2025-11-24 15:24:58,1,0,3,3f:98:9c:f4:df:50,36:d7:92:7d:82:45,10.0.0.117,10.0.0.179,2048,17,41074,8000,1514,1456384,2.036,flow_stats,5722979.669,1
2025-11-24 15:24:58,1,0,3,ba:90:f9:21:ee:8d,b7:da:c7:90:71:1d,10.0.0.8,10.0.0.95,2048,17,40013,5004,1037,1003822,0.787,flow_stats,10199541.907,1
2025-11-24 15:24:58,1,0,2,3a:21:cd:fb:25:1b,4d:4c:9b:2b:7f:3c,10.0.0.143,10.0.0.196,2048,6,35053,80,1969,1220814,6.654,flow_stats,1467684.715,0
2025-11-24 15:24:58,1,0,1,0e:3c:7b:ff:2e:c0,49:72:7e:b6:d9:1b,10.0.0.83,10.0.0.229,2048,17,40070,5004,1243,946986,1.341,flow_stats,5651277.394,1
2025-11-24 15:24:58,1,0,2,4d:35:19:e0:ea:38,36:34:15:35:55:3c,10.0.0.223,10.0.0.53,2048,17,38046,53,19,7486,0.197,flow_stats,303603.741,0
2025-11-24 15:24:58,1,0,3,0a:aa:43:f2:09:5c,b3:db:30:39:94:6e,10.0.0.82,10.0.0.232,2048,6,35064,80,703,433750,5.28,flow_stats,657201.427,0
2025-11-24 15:24:58,1,0,3,73:c2:e6:e2:98:db,9c:1e:32:6a:6c:87,10.0.0.170,10.0.0.21,2048,6,36020,443,301,206750,4.72,flow_stats,350411.17,0
2025-11-24 15:24:58,1,0,2,1b:9d:d6:c1:4e:38,4d:2c:ac:dd:81:b6,10.0.0.42,10.0.0.92,2048,17,38032,53,11,4465,0.51,flow_stats,70032.962,0
2025-11-24 15:24:58,1,0,2,65:2c:60:3c:8b:be,d3:08:a8:75:93:4c,10.0.0.63,10.0.0.39,2048,17,38016,53,4,1847,0.881,flow_stats,16781.152,0
2025-11-24 15:24:58,1,0,1,7b:d9:e1:14:e5:f2,c5:0f:9f:44:65:fc,10.0.0.164,10.0.0.181,2048,17,38054,53,13,5221,0.413,flow_stats,101177.341,0
2025-11-24 15:24:58,1,0,1,f7:b7:14:70:f9:76,20:87:bd:77:15:69,10.0.0.133,10.0.0.233,2048,6,36046,443,234,133343,2.424,flow_stats,440045.782,0
2025-11-24 15:24:58,1,0,1,b7:80:cf:a8:5a:39,5f:34:b6:c7:10:78,10.0.0.130,10.0.0.116,2048,6,37008,5222,126,83174,5.607,flow_stats,118674.641,0
2025-11-24 15:24:58,1,0,3,72:e6:ea:13:96:35,35:d4:f4:23:b8:d7,10.0.0.164,10.0.0.201,2048,6,36036,443,248,179892,1.82,flow_stats,790568.881,0
2025-11-24 15:24:58,1,0,3,6a:80:c0:7f:0d:38,4e:8e:92:96:f5:7c,10.0.0.109,10.0.0.185,2048,6,39100,8080,8,3076,12.377,flow_stats,1988.256,0
2025-11-24 15:24:58,1,0,2,ab:9b:39:31:06:42,a9:b8:b9:be:79:8d,10.0.0.54,10.0.0.150,2048,6,39049,8080,7,2481,10.995,flow_stats,1805.227,0
2025-11-24 15:24:58,1,0,2,9a:cb:34:03:bf:90,98:37:f6:20:ac:8d,10.0.0.164,10.0.0.84,2048,6,35035,80,1744,990521,3.889,flow_stats,2037561.007,0
2025-11-24 15:24:58,1,0,1,cf:9b:6b:31:61:0c,08:0f:97:3d:6a:5f,10.0.0.212,10.0.0.199,2048,6,39087,8080,5,1701,10.66,flow_stats,1276.591,0
2025-11-24 15:24:58,1,0,2,12:47:4b:93:0d:71,bd:b9:95:9d:51:9c,10.0.0.122,10.0.0.183,2048,6,35056,80,1271,782700,4.863,flow_stats,1287671.235,0
2025-11-24 15:24:58,1,0,3,8b:33:6e:51:8a:be,7a:26:1e:f7:9e:32,10.0.0.245,10.0.0.163,2048,6,36018,443,373,195188,2.488,flow_stats,627670.956,0
2025-11-24 15:24:58,1,0,2,13:0a:86:78:22:8a,01:a1:7f:21:a2:58,10.0.0.11,10.0.0.66,2048,6,36078,443,258,153815,2.264,flow_stats,543623.759,0
2025-11-24 15:24:58,1,0,2,f5:57:84:98:61:9c,65:af:9b:ec:fd:54,10.0.0.155,10.0.0.250,2048,6,35048,80,1282,851003,6.796,flow_stats,1001734.689,0
2025-11-24 15:24:58,1,0,3,c4:c5:fb:49:ff:71,d8:e5:e1:95:d3:4c,10.0.0.192,10.0.0.2,2048,6,35016,80,1524,1010487,3.591,flow_stats,2251440.997,0
2025-11-24 15:24:58,1,0,3,4d:d2:e2:6f:2c:33,47:3f:c4:b3:db:a1,10.0.0.203,10.0.0.36,2048,17,42031,27015,708,501897,1.196,flow_stats,3357872.958,1
2025-11-24 15:24:58,1,0,2,bf:03:98:90:cc:65,b1:e9:c1:d5:d4:40,10.0.0.197,10.0.0.19,2048,17,40030,5004,1224,836214,1.311,flow_stats,5102357.857,1
2025-11-24 15:24:58,1,0,3,25:7a:6a:19:36:0f,f3:a8:60:be:16:5b,10.0.0.223,10.0.0.67,2048,17,41051,8000,1440,1464656,1.614,flow_stats,7261095.346,1
2025-11-24 15:24:58,1,0,3,2d:eb:19:c9:8b:b4,e1:df:cf:63:2d:53,10.0.0.229,10.0.0.245,2048,17,38100,53,10,3522,0.516,flow_stats,54565.644,0
2025-11-24 15:24:58,1,0,3,a4:54:5f:a0:5e:d4,83:84:9a:8e:7f:db,10.0.0.197,10.0.0.181,2048,17,38093,53,8,2554,0.507,flow_stats,40324.563,0
2025-11-24 15:24:58,1,0,2,e3:47:fb:a0:b4:6b,32:16:79:12:60:48,10.0.0.77,10.0.0.220,2048,6,39027,8080,1,571,10.034,flow_stats,455.252,0
2025-11-24 15:24:58,1,0,3,b2:6f:34:55:1c:01,7f:c9:41:5e:2e:22,10.0.0.238,10.0.0.184,2048,6,35099,80,2252,1285803,8.219,flow_stats,1251535.743,0
2025-11-24 15:24:58,1,0,1,46:eb:e6:e5:4c:a6,2d:d1:c6:77:ca:ad,10.0.0.139,10.0.0.12,2048,17,38085,53,4,1831,0.366,flow_stats,40035.426,0
2025-11-24 15:24:58,1,0,1,18:21:c0:1c:8e:29,96:25:a4:1b:e8:d0,10.0.0.199,10.0.0.46,2048,6,35080,80,2873,1821408,3.777,flow_stats,3857659.16,0
2025-11-24 15:24:58,1,0,3,a9:b0:1e:3a:73:ac,91:a8:11:73:cf:91,10.0.0.178,10.0.0.201,2048,17,38026,53,18,7386,0.773,flow_stats,76471.967,0
2025-11-24 15:24:58,1,0,1,df:c3:91:df:91:32,2c:35:2d:08:d2:35,10.0.0.128,10.0.0.192,2048,6,36096,443,381,202397,3.538,flow_stats,457661.718,0
2025-11-24 15:24:58,1,0,1,7d:bd:66:5a:44:52,98:ed:2f:2c:71:c3,10.0.0.219,10.0.0.2,2048,17,41088,8000,1401,1470992,0.399,flow_stats,29465639.676,1
2025-11-24 15:24:58,1,0,3,8e:6d:e9:d5:68:3f,a4:bc:ce:fc:0b:fc,10.0.0.211,10.0.0.32,2048,17,42055,27015,699,600373,1.124,flow_stats,4274567.391,1
2025-11-24 15:24:58,1,0,3,08:8b:9c:e4:f2:5c,c0:0b:6a:5d:d7:b4,10.0.0.81,10.0.0.25,2048,6,39028,8080,6,1980,5.936,flow_stats,2668.517,0
2025-11-24 15:24:58,1,0,2,12:e6:d3:e9:ef:54,45:36:10:13:e9:47,10.0.0.174,10.0.0.171,2048,6,35001,80,2402,1443498,8.179,flow_stats,1411898.637,0
2025-11-24 15:24:58,1,0,1,32:ea:5f:71:a3:25,68:fd:69:07:17:c3,10.0.0.53,10.0.0.231,2048,6,36088,443,377,225019,0.001,flow_stats,1800152000.0,0
2025-11-24 15:24:58,1,0,1,15:23:8e:37:89:41,31:d8:68:14:1e:05,10.0.0.29,10.0.0.87,2048,17,41079,8000,1912,1774463,2.233,flow_stats,6356464.408,1
2025-11-24 15:24:58,1,0,1,df:fc:1e:9f:ab:10,a8:49:40:d6:e1:74,10.0.0.174,10.0.0.206,2048,6,35012,80,2556,1549095,2.284,flow_stats,5426733.146,0
2025-11-24 15:24:58,1,0,3,ac:17:db:9c:b9:ed,45:8e:10:5a:37:eb,10.0.0.124,10.0.0.163,2048,6,36099,443,181,119186,2.124,flow_stats,448874.36,0
2025-11-24 15:24:58,1,0,1,3a:c3:5d:25:63:79,76:25:50:c1:4b:39,10.0.0.1,10.0.0.218,2048,6,36043,443,209,143039,2.126,flow_stats,538130.235,0
2025-11-24 15:24:58,1,0,1,40:57:b0:e5:0b:9f,53:82:15:4e:a9:af,10.0.0.87,10.0.0.75,2048,6,37052,5222,113,67672,2.5,flow_stats,216573.012,0
2025-11-24 15:24:58,1,0,1,57:0e:11:b6:a6:f3,ef:8b:e3:45:5a:e9,10.0.0.162,10.0.0.192,2048,6,36081,443,293,181406,2.422,flow_stats,599213.66,0
2025-11-24 15:24:58,1,0,2,b0:53:84:2e:91:0e,c5:19:53:6d:71:73,10.0.0.174,10.0.0.53,2048,6,36034,443,295,188656,2.382,flow_stats,633496.401,0
2025-11-24 15:24:58,1,0,2,bb:17:cd:1a:63:b9,93:25:c5:e6:8f:3c,10.0.0.33,10.0.0.250,2048,6,35012,80,1478,945966,3.12,flow_stats,2425366.947,0
2025-11-24 15:24:58,1,0,3,0a:e4:17:7d:f9:1f,d5:de:73:54:12:ff,10.0.0.205,10.0.0.216,2048,6,36096,443,353,194479,3.542,flow_stats,439218.097,0
2025-11-24 15:24:58,1,0,2,49:ef:b8:99:8d:48,55:02:dc:27:b9:14,10.0.0.107,10.0.0.228,2048,6,36077,443,530,273562,3.664,flow_stats,597299.18,0
2025-11-24 15:24:58,1,0,1,e5:98:02:e8:ad:78,77:b3:99:91:47:c1,10.0.0.134,10.0.0.189,2048,6,36031,443,290,174375,2.233,flow_stats,624659.647,0
2025-11-24 15:24:58,1,0,2,ed:ba:ac:a6:cc:44,69:7d:6f:61:63:ba,10.0.0.231,10.0.0.119,2048,6,35070,80,2468,1500553,6.108,flow_stats,1965323.661,0
2025-11-24 15:24:58,1,0,2,6e:c8:88:94:80:6b,52:d6:2f:81:4b:50,10.0.0.177,10.0.0.195,2048,17,41090,8000,1562,1371695,0.759,flow_stats,14461698.428,1
2025-11-24 15:24:58,1,0,2,97:05:e6:e1:2d:33,18:d0:b8:9b:a0:a3,10.0.0.117,10.0.0.105,2048,17,41094,8000,786,720829,1.48,flow_stats,3895270.342,1
2025-11-24 15:24:58,1,0,1,64:86:27:26:09:0f,cf:6c:12:85:f1:4c,10.0.0.94,10.0.0.101,2048,17,38028,53,15,5769,0.54,flow_stats,85542.717,0
2025-11-24 15:24:58,1,0,2,8d:b8:44:a9:f5:ec,e4:b7:9c:f9:37:59,10.0.0.166,10.0.0.156,2048,6,37010,5222,191,119104,3.635,flow_stats,262114.709,0
2025-11-24 15:24:58,1,0,3,53:90:51:c6:cc:48,30:ef:f6:ab:16:22,10.0.0.175,10.0.0.85,2048,6,36069,443,284,154506,0.435,flow_stats,2839023.473,0
2025-11-24 15:24:58,1,0,2,7d:11:9c:da:90:1b,18:de:04:c5:45:c7,10.0.0.77,10.0.0.140,2048,6,36055,443,207,140053,3.129,flow_stats,358094.795,0
2025-11-24 15:24:58,1,0,1,af:66:f6:0c:1f:b7,6b:cc:d0:6a:63:45,10.0.0.127,10.0.0.112,2048,6,35029,80,1695,986673,4.904,flow_stats,1609448.982,0
2025-11-24 15:24:58,1,0,3,55:bc:93:6b:23:6f,58:36:44:61:20:40,10.0.0.52,10.0.0.156,2048,6,35018,80,1384,817891,5.226,flow_stats,1251966.381,0
2025-11-24 15:24:58,1,0,2,aa:d8:33:52:85:21,b4:d7:a7:e8:0e:1a,10.0.0.165,10.0.0.165,2048,6,36023,443,328,191620,1.525,flow_stats,1005156.17,0
2025-11-24 15:24:58,1,0,3,45:11:7f:63:9e:ea,95:5d:87:d0:6a:37,10.0.0.5,10.0.0.78,2048,17,41029,8000,1202,924440,1.789,flow_stats,4133909.665,1
2025-11-24 15:24:58,1,0,1,18:05:47:35:a5:df,73:57:2d:61:bc:02,10.0.0.240,10.0.0.177,2048,17,41006,8000,1318,1389592,1.117,flow_stats,9955241.043,1
2025-11-24 15:24:58,1,0,1,cb:92:d4:d8:cd:2a,4e:8e:2a:9e:28:68,10.0.0.250,10.0.0.207,2048,17,40019,5004,983,834667,1.107,flow_stats,6031179.176,1
